"id","domainname","notes","npi_count","is_athenahealth","is_multi_site","is_could_not_find_form","patient_record_request_form_url","is_plaintext_email_delivery_available","is_secure_email_non_Direct_delivery_available","is_fax_delivery_available","is_mail_delivery_available","is_Direct_delivery_available","is_portal_delivery_available","is_FHIR_url_delivery_available","is_non_FHIR_app_delivery_available","is_in_person_pickup_available","is_physical_disk_available","is_undefined_digital_delivery_available"
"146","cnsa.com",,"88",NULL,"0","0","https://www.cnsa.com/storage/wysiwyg/phireleasegso.pdf","0","0","1","1","0","0","0","0","0","0","0"
"147","crh.org",,"87",NULL,"0","0","https://www.crh.org/docs/default-source/pdf/authorization-for-disclosure-of-health-information.pdf","0","0","0","0","0","0","0","0","0","0","0"
"148","blessinghealthsystem.org",,"86",NULL,"0","0","https://www.blessinghealth.org/sites/default/files/users/user15/BH_Authorize_Release_Of_Medical_Records.pdf","1","0","1","1","0","0","0","0","1","0","0"
"149","ttuhsc.edu",,"85",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"150","winthrop.org",,"83",NULL,"0","1","https://nyulangone.org/files/authorization-for-the-use-and-disclosure-of-phi-and-instructions-8-7-19.pdf","0","1","1","1","0","1","0","0","1","1","0"
"151","ensigngroup.net",,"83",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"152","martinspoint.org",,"83","1","0","0","https://martinspoint.org/-/media/Files/Documents-and-Forms/Customer-and-Member-Facing-Forms/Patient-Forms/Authorization-Forms/Authorization-to-Release-PHI-From-MPHC_0319.ashx","0","0","1","1","0","0","0","0","0","0","0"
"153","nyumc.org",,"81",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"154","okheart.com",,"79",NULL,"0","0","https://okheart.com/sites/default/files/Authorization%20to%20Release%20Medical%20Information%20F497.pdf","1","0","1","1","0","0","0","0","0","0","0"
"155","stcharleshealthcare.org",,"79",NULL,"0","0","https://www.stcharleshealthcare.org/sites/default/files/2020-01/ROI%20Documents/3740AuthorizedRecordRelease.pdf","0","0","1","1","0","0","0","0","1","1","0"
"156","WUSTL.EDU",,"79",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"157","iu.edu",,"79",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"158","akronchildrens.org",,"78",NULL,"0","0","https://www.akronchildrens.org/files/463897/file/from-childrens-hipaa-form-6-2021.pdf","0","1","1","1","0","1","0","0","0","1","0"
"159","eehealth.org",,"78",NULL,"0","0","https://www.eehealth.org/-/media/files/edward-elmhurst/patients-and-visitors/roi-system-authorization-roi-updated-march-2021-v2.pdf","0","1","1","1","0","0","0","0","1","1","0"
"160","accessba.com",,"77",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"161","heb.com",,"77",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"162","limamemorial.org",,"76",NULL,"0","0","https://www.limamemorial.org/media/1497/protected-health-information-form2015.pdf","1","0","0","1","0","0","0","0","1","1","0"
"163","porterhealth.com",,"76","1","0","0","https://www.nwhealthporter.com/Uploads/Public/Documents/Division%205/Porter%20Regional%20Hospital/med%20rec%20request%20english.pdf","1","0","1","1","0","0","0","0","1","1","0"
"164","uro.com",,"75",NULL,"0","0","https://www.uro.com/wp-content/uploads/2014/01/Medical-Records-Release-Form.pdf","0","1","1","1","0","0","0","0","0","0","0"
"165","uropartners.com",,"75",NULL,"0","0","https://uropartners.com/Files/documents/Patient%20Release%20of%20Information.pdf","0","0","1","1","0","0","0","0","1","0","0"
"166","pcli.com",,"74",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"167","ptanc.com",,"74",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"168","rwhc.com",,"74",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"169","tcg.md",,"73",NULL,"0","0","https://www.virginiaheart.com/docs/default-source/medical-records/release-of-information-form-062421-with-website.pdf?sfvrsn=3f989d3_0","1","0","1","1","0","1","0","0","1","0","0"
"170","uthct.edu",,"71",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"171","schosp.org",,"70",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"172","coloradobehavior.com",,"70",NULL,"0","0","https://www.coloradobehavior.com/wp-content/uploads/2018/02/blg-release-of-info.pdf","0","0","0","0","0","0","0","0","0","0","0"
"173","rocketmail.com","email host?","69",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"174","hsc.wvu.edu",,"67",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"175","amitahealth.org",,"66","1","0","0","https://www.amitahealth.org/assets/documents/patient-resources/medical-records/800003-english-authorization-for-release-of-patient-health-information.pdf","0","1","1","1","0","0","0","0","1","0","1"
"176","clarksonregional.com",,"66",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"177","hhcs.org",,"66","1","0","0","https://www.hamiltonhealth.com/wp-content/uploads/2021/05/HIPAA_Uses_and_Disclosures_PHI_Req_Authorization-form_revised_TDL_06_30_2021_FINAL_TDL_07_07_2021.pdf","0","1","1","1","0","0","0","0","1","0","0"
"178","myprimaryhealthsolutions.org",,"66",NULL,"0","0","https://www.myprimaryhealthsolutions.org/pages/patient-information/media/Form%20-%20Records%20Release_English%20-%20020120-14.pdf","0","0","1","1","0","0","0","0","0","0","0"
"179","omh.ny.gov",,"66",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"180","pactmd.com",,"66",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"181","CTCprograms.com",,"65",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"182","kidsheart.com",,"64",NULL,"0","0","https://www.kidsheart.com/wp-content/uploads/2020/04/Authorization-to-Release-Obtain-PHI-English.pdf","0","0","1","1","0","0","0","0","1","1","0"
"183","treatingpain.com",,"64",NULL,"0","0","https://www.treatingpain.com/documents/patient-forms/MR08-Medical-Records-Release.pdf","0","0","1","1","0","0","0","0","0","0","0"
"184","MIDLANDHEALTH.ORG",,"63","1","0","0","https://www.midlandhealth.org/Uploads/Public/Documents/Medical%20Records%20Authorization%20English.pdf","0","0","1","1","0","0","0","0","0","0","0"
"185","MIDLANDHEALTH.ORG","repeat","63",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"186","ncapwv.org",,"63",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"187","alconahc.org",,"63",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"188","crimsoncounseling.net",,"63",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"189","optonline.net","email host?","62",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"190","sw.org",,"61",NULL,"0","0","https://www.bswhealth.com/sitecollectiondocuments/patient-tools/authorization-for-release-of-medical-information-bswh.pdf","1","0","1","1","0","1","0","0","1","1","0"
"191","southfloridaent.com",,"60",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"192","cuyunamed.org",,"60",NULL,"0","0","https://www.cuyunamed.org/application/files/7315/6459/6234/AUTHORIZATION_FOR_RELEASE_OF_INFORMATION_2019.pdf","1","0","1","1","0","1","0","0","1","0","0"
"193","lmhealth.org",,"59",NULL,"0","0","https://www.lmhealth.org/PDF-Files/Forms/patient_info_release.aspx","0","0","1","1","0","0","0","0","1","1","0"
"194","prismahealth.org",,"59",NULL,"0","0","https://prismahealth.org/getmedia/5c074465-1b35-44e2-9c0e-25c8488e82f7/2021-prisma-release-of-information-authorization-may.pdf","0","0","1","1","0","1","0","0","0","0","1"
"195","tpcllp.com",,"59",NULL,"0","0","https://www.theportlandclinic.com/wp-content/uploads/2020/11/Authorization-to-Release-Medical-Information.pdf","0","0","0","1","0","0","0","0","1","0","0"
"196","premierhealth.com",,"58",NULL,"0","0","https://www.premierhealth.com/docs/default-source/default-document-library/new-authorization-for-release-of-medical-information-english.pdf?sfvrsn=92c77cf6_8","0","1","0","1","0","0","0","0","0","1","0"
"197","tennova.com",,"58","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"198","tennova.com","repeat","58","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"199","tennova.com","repeat","58","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"200","med.umich.edu",,"57",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"201","nyu.edu",,"57",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"202","umich.edu",,"57",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"203","vidanthealth.com",,"57",NULL,"0","0","https://www.vidanthealth.com/wp-content/uploads/2020/12/MASTER-VH-049-PHI-Consent-Rev-06-17_Interactive.pdf","1","0","0","1","0","1","0","0","1","0","0"
"204","brownphysicians.org",,"57",NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"205","bluesprigpediatrics.com",,"56",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"206","SPBHS.ORG",,"56",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"207","stores.kroger.com",,"55",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"208","beaumont.edu",,"55",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"209","guthrie.org",,"55",NULL,"0","0","https://www.guthrie.org/sites/default/files/Medical%20Record%20Release%20Form%20-%20March2021.pdf","0","0","1","1","0","0","0","0","0","0","0"
"210","heartsandhandsofcare.com",,"55",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"211","mcclinic.com",,"54",NULL,"0","0","https://www.mcclinic.com/pdf/Authorization-for-Release-of-Protected-Health-Information.pdf","0","0","1","1","0","0","0","0","0","0","0"
"212","metrolinanephrology.com",,"54",NULL,"0","0","https://www.metrolinanephrology.com/wp-content/uploads/2016/12/privacy-authorization-form.pdf","0","0","0","0","0","0","0","0","0","0","0"
"213","tiftregional.com",,"54",NULL,"0","0","http://www.tiftregional.com/documents/Financial%20Information/Authorization%20to%20Release%20for%20PHI%20TRHS-Southwell.pdf","1","0","0","1","0","0","0","0","0","1","0"
"214","ohsu.edu",,"53",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"215","bhsi.com",,"53",NULL,"0","0","https://www.baptisthealth.com/louisville/_assets/documents/louisville/7c67441d-0855-4b81-add9-533b5d65647a.pdf","0","0","1","1","0","0","0","0","1","0","0"
"216","centerstone.org",,"52",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"217","IPD.MD",,"52",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"218","jhmi.edu",,"52",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"219","stclair.org",,"52",NULL,"0","0","https://www.stclair.org/wp-content/uploads/2021/04/Form-IM-1-Universal-Authorization-for-Use-or-Disclosure-of-PHI-form-March-2021.pdf","0","1","1","1","0","0","0","0","1","1","0"
"220","tidelandshealth.org",,"52",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"221","wakehealth.edu",,"52",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"222","unitypoint.org",,"51",NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"223","blessinghealth.org",,"51",NULL,"0","0","https://www.blessinghealth.org/sites/default/files/users/user15/BH_Authorize_Release_Of_Medical_Records.pdf","1","0","1","1","0","0","0","0","1","0","0"
"224","chmca.org",,"50",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"225","goodmancampbell.com",,"50",NULL,"0","0","https://www.goodmancampbell.com/wp-content/uploads/2021/01/9-release-of-medical-records_editable.pdf","0","0","1","0","0","0","0","0","0","0","0"
"226","mgh.net",,"50",NULL,"0","0","https://www.mgh.net/documents/Release-for-Medical-Record.pdf","0","0","0","1","0","0","0","0","0","1","0"
"227","uth.tmc.edu",,"49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"228","cpgh.org",,"49",NULL,"0","0","https://www.cpgh.org/workfiles/printable%20forms/HIM035.pdf","0","0","1","1","0","0","0","0","0","0","0"
"229","grandviewhealth.com",,"49","1","0","0","https://www.grandviewhealth.com/Uploads/Public/Documents/Division%201/Grandview/100-HIM-1406.pdf","1","0","1","1","0","0","0","0","1","1","0"
"230","grandviewhealth.com","repeat","49",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"231","graybill.org",,"49",NULL,"0","0","https://www.graybill.org/wp-content/uploads/2016/06/Medical-Records-Release-to-Other-Provider-0516-Fillable.pdf","0","0","0","1","0","1","0","0","0","1","0"
"232","lnrmc.com",,"49","1","0","0","https://www.lnrmc.com/Uploads/Public/Documents/Division%201/Lake%20Norman%20Regional%20Medical%20Center/100-HIM-1406%20(1).pdf","1","0","1","1","0","0","0","0","1","1","0"
"233","baycare.org",,"48",NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"234","Bayfronthealth.com",,"48","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"235","c-o-r.com",,"48",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"236","clinical-md.com",,"48",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"237","emhs.org",,"48",NULL,"0","0","https://emhs.ellucid.com/documents/view/20129/?security=5df556118044134df3af14216e478949b318c6c1","0","1","1","1","0","0","0","0","0","1","0"
"238","partners.org",,"48",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"239","pharmerica.com",,"48",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"240","tetonhospital.org",,"48",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"241","yanktonmedicalclinic.com",,"48",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"242","teampbs.com",,"47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"243","wvuhealthcare.com",,"47",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"244","dchosp.org",,"47",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"245","daytonphysicians.com",,"46",NULL,"0","0","https://www.daytonphysicians.com/wp-content/uploads/sites/187/2018/03/58675_DPN_AuthRelease1up.pdf","0","1","1","1","0","0","0","0","1","1","0"
"246","kent.edu",,"46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"247","lifespan.org",,"46","1","0","0","https://www.lifespan.org/sites/default/files/lifespan-files/documents/lifespan-main/Authorization-Release-PHI-RIH.pdf","0","0","0","1","0","0","0","0","0","1","0"
"248","nw-health.com",,"46","1","0","0","https://www.northwesthealth.com/Uploads/Public/Documents/Division%202/Northwest%20Health%20System/HIM%20Release%20Form.pdf","1","0","1","1","0","1","0","0","1","1","0"
"249","nw-health.com","repeat","46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"250","Riverview.org",,"46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"251","slu.edu",,"46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"252","uabmc.edu",,"46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"253","usc.edu",,"46",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"254","meetingstreet.org",,"45",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"255","SPECTRUM-HEALTH.ORG",,"45",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"256","daymarkrecovery.org",,"45",NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"257","DMEI.ORG",,"45",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"258","confluencehealth.org",,"44",NULL,"0","0","https://www.confluencehealth.org/documents/New-Release-English.pdf","1","0","1","1","0","1","0","0","0","0","0"
"259","alliancehealth.email",,"43",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"260","berkeleyeye.com","not including this form: https://www.berkeleyeye.com/wp-content/uploads/2017/06/Online-Patient-Forms.pdf","43",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"261","hcahealthcare.com",,"43",NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"262","ihs.gov",,"43",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"263","kvss.org",,"43",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"264","nyulangone.org",,"43",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"265","seimjohnson.com",,"43",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"266","scrmc.org",,"42",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"267","thephoenixcenters.com",,"42",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"268","archbold.org",,"42",NULL,"0","0","https://archbold.org/uploads/files/ec/d3/ecd31c84dc960997a6cb4cea57f8b51d.pdf","0","1","1","1","0","0","0","0","0","1","0"
"269","centerforsight.net",,"41",NULL,"0","0","https://www.centerforsight.net/wp-content/uploads/2020/09/103-0820-Medical-Info-Release-Form-CFS_AMARA-PROOF.pdf","0","0","0","1","0","0","0","0","0","0","0"
"270","fhw.org",,"41",NULL,"0","0","https://fhw.org/images/docs/Family_Health_West_Medical_Release_Form.pdf","1","0","1","1","0","1","0","0","1","1","0"
"271","laureatemed.com",,"41",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"272","mountainviewregional.com",,"41","1","0","0","https://www.mountainviewregional.com/Uploads/Public/Documents/Division%204/MountainView%20Regional%20Medical%20Center/100-HIM-1401.pdf","0","0","0","1","0","0","0","0","0","0","1"
"273","nshcorp.org",,"40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"274","uky.edu",,"40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"275","beaumonthospitals.com",,"40",NULL,"0","0","https://www.beaumont.org/docs/default-source/medical-records/authorization-for-release-of-health-information.pdf?sfvrsn=9c7034e0_2","1","0","1","1","0","1","0","0","1","1","0"
"276","bmcjax.com",,"40",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"277","frontier.edu",,"40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"278","highlandclinic.com",,"40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"279","lscctx.org",,"40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"280","lumc.edu",,"40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"281","cvmedpc.com",,"39",NULL,"0","0","https://6f590c26-4e9e-4b51-9adf-b6c42e13d671.filesusr.com/ugd/87aaa5_91778ed5a99d4b60a28290989ee3437d.pdf","0","0","1","1","0","0","0","0","0","0","0"
"282","frasierenterprises.com",,"39",NULL,"0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"283","mail.com",,"39",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"284","mednet.ucla.edu",,"39",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"285","regmedctr.org",,"39",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"286","stellaraba.com",,"39",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"287","uw.edu",,"39",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"288","virginiahospitalcenter.com",,"39",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"289","nohc.com",,"38",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"290","bcm.tmc.edu",,"38",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"291","JRMC.ORG",,"38",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"292","ECSCredHelp.com","not a provider","37","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"293","ECSCredHelp.com","repeat","37",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"294","ECSCredHelp.com","repeat","37",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"295","fiu.edu",,"37",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"296","sjgh.org",,"37",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"297","ummhc.org",,"37",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"298","wederm.com",,"37",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"299","wgh.org",,"37",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"300","virginia.edu",,"36",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"301","wvuhs.com",,"36",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"302","buffalo.edu",,"36",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"303","marshfieldclinic.org",,"36",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"304","ADVENTHEALTH.COM",,"35",NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"305","case.edu",,"35",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"306","liveforlifeutah.com",,"35",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"307","ucsf.edu",,"35",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"308","unchealth.unc.edu",,"35",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"309","windstream.net",,"35",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"310","osu.edu",,"34",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"311","pinnaclehealth.org",,"34",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"312","presencelearning.com",,"34",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
